region,age,education_level,gender,marital_status,dependents_count,household_income_sources,employment_type,mpesa_monthly_transactions,utility_payment_timeliness,farm_size_acres,soil_quality_index,farming_years,crop_type_current,past_crop_performance_index,agroclimatic_zone,rainfall_forecast_next_90d,historical_drought_risk,cooperative_member,mobile_advisory_usage,loan_default_past,input_use_history,has_insurance_before,willing_to_subscribe_insurance
Kiambu,59.64699316561094,Secondary,Male,Married,1.084675882039238,"['Remittance', 'Livestock']",Casual,19274.05980926384,1.0354386694550526,0.447688758793678,0.1855380667157699,18.3017041035851,Kale,0.949987927454939,Narok_Z1,307.17939678570457,0.8816790248867618,False,False,True,Irregular,True,False
Kitale,32.484081920986135,Secondary,Female,Widowed,0.8992427327810802,"['None', 'Livestock']",Full-time,3768.057362413422,0.7711799960412775,1.662077509284946,0.3331832293832889,3.9800527518569706,Maize,0.8175736265729474,Kiambu_Z3,305.5113515136937,0.9301511706444944,False,False,True,Irregular,True,True
Kitale,32.993964538845354,Secondary,Female,Single,3.077587975080052,"['Small Business', 'Livestock']",Casual,12103.648109690288,0.4775750364184178,4.473100480018864,0.1546858054414612,16.202854068170275,Beans,0.7004361331794,Kitale_Z2,364.4845989268135,0.0432483779930824,False,True,True,Regular,True,False
Kiambu,21.10323684982361,Secondary,Female,Single,5.763813652400279,"['Small Business', 'Livestock']",Full-time,2628.968944242326,0.8721146503878475,4.454824282623492,0.7578357281082116,22.63351808579997,Kale,0.4459883458077892,Kiambu_Z1,147.65515582258695,0.8374735214382905,False,False,True,Regular,False,True
Embu,22.633754569724385,Secondary,Female,Single,3.9428465799407593,"['None', 'Remittance']",Full-time,18981.86325981232,0.8749472728010613,0.6240390665706058,0.1641316229230243,4.514511509524957,Beans,0.577534888607524,Kitale_Z3,370.7833230966393,0.7154190340741746,True,True,True,Regular,True,False
Kiambu,21.75095234726024,Secondary,Male,Widowed,4.225659555703629,"['Small Business', 'Livestock']",Self-employed,5466.52233961304,0.6900766769064445,1.2599656925187632,0.2356980522211404,1.0826351741807243,Sorghum,0.9329733347750452,Kiambu_Z2,286.49875088669614,0.7731866900946087,False,False,True,Regular,True,True
Kitale,66.51849311052995,Primary,Male,Widowed,4.929433408640218,"['Livestock', 'Small Business']",Self-employed,1721.0499717722194,0.8600288647122051,4.263658882375336,0.4935087391942888,4.786309062278948,Kale,0.7842938821531545,Kitale_Z1,183.312667384534,0.2767780053495998,False,True,True,Irregular,True,True
Kitale,22.043761879438325,Primary,Female,Single,1.919923533388548,"['Livestock', 'Remittance']",Casual,15131.0869739904,0.904127759537285,1.6798564538867895,0.3649134947226239,5.436206153287436,Beans,0.7971526924654879,Kitale_Z3,105.16107358509925,0.4506840481989395,False,False,True,Regular,False,False
Kitale,22.0,Tertiary,Male,Single,5.0,"['None', 'Small Business']",Casual,5668.6,0.92,2.4,0.5,18.0,Beans,0.8,Kitale_Z2,398.3,0.65,False,False,True,Regular,True,True
Kiambu,33.397739482305305,Primary,Male,Widowed,6.347568609213383,"['Livestock', 'Small Business']",Self-employed,12267.01125613742,0.9456204345076552,3.9080610802605977,0.4616350887942139,18.27328162099112,Beans,0.3619347519816432,Kisumu_Z1,72.29375565719816,0.8953634775764734,False,False,True,Regular,False,True
Kiambu,23.57042243034282,Secondary,Female,Widowed,3.075180048348529,"['Small Business', 'Livestock']",Self-employed,1727.7183336517742,0.8067095393902189,2.530567863129136,0.3023606883129205,19.607289339513137,Kale,0.9705577832794136,Embu_Z1,371.3433597852328,0.156196002066158,False,True,True,Regular,True,True
Kisumu,21.547504780445863,Secondary,Female,Widowed,1.96552694647904,"['Livestock', 'Remittance']",Full-time,12034.187938171652,0.94964409364552,3.656032344829384,0.4572176111068304,20.39405026697464,Tomatoes,0.7277814818587387,Kiambu_Z2,152.33091013041638,0.9607106809106266,False,True,True,Irregular,True,False
Kiambu,26.22476657920187,Secondary,Female,Widowed,5.912556359858202,"['Small Business', 'Livestock']",Casual,8511.569844042015,0.9163238473814348,1.6177531986838505,0.5468910094314695,15.586640180489654,Sorghum,0.3955200540595943,Narok_Z2,200.1357752581073,0.634276801957322,True,True,False,Regular,True,True
Kitale,31.94488339067886,Secondary,Female,Widowed,2.9828180170868737,"['Remittance', 'Livestock']",Full-time,15569.338637853263,1.0473473873856436,1.1570864047867992,0.6348305648324011,25.24814207824094,Beans,0.3617247938145891,Kisumu_Z1,71.92470935603038,0.4701850404613408,False,True,False,Regular,True,True
Kisumu,32.77593757132019,Primary,Female,Widowed,6.015821231649478,"['Livestock', 'None']",Full-time,19315.35322949621,0.8064641686474114,4.073371023525798,0.6081497183887555,13.128821353152237,Maize,0.7336438718526387,Kiambu_Z3,194.5303209131143,1.033947971382015,True,False,True,Regular,False,False
Kisumu,59.78163065916124,Secondary,Female,Widowed,6.088147639744062,"['Small Business', 'Remittance']",Self-employed,8111.165340154669,0.7398880136456318,2.4678531357466595,0.119232777019926,7.893984192545451,Sorghum,0.2403277834861956,Kitale_Z2,132.86885103859333,0.9171519594874032,True,True,True,Regular,False,True
Embu,60.81343692138374,Tertiary,Female,Single,1.9046954855198424,"['Livestock', 'Small Business']",Self-employed,5044.564610226407,0.7472027582735968,2.459502729022106,0.7264304500671168,18.530021797054665,Beans,0.3616240797534407,Kiambu_Z2,135.7519580964094,0.6347507847896541,False,True,False,Regular,False,True
Kitale,61.87955754724705,Primary,Female,Married,3.3147124920857443,"['None', 'Remittance']",Casual,7580.070002128445,0.764877793955689,1.613326051857875,0.6811588886869555,21.322253491802563,Beans,0.6974229969261732,Kiambu_Z2,140.36682161006075,0.3018632087879083,False,False,False,Regular,True,False
Kitale,60.07548125168461,Secondary,Female,Widowed,5.04343201062498,"['Small Business', 'Remittance']",Full-time,17522.175676169347,0.4644387352418938,4.499614662002063,0.2708219032090175,19.772294484719648,Beans,0.6562122820690545,Kisumu_Z1,113.5908378617104,0.480837434611806,True,True,False,Irregular,True,True
Kitale,18.78159312474209,Primary,Male,Widowed,2.859515722259245,"['Small Business', 'Livestock']",Self-employed,17383.807719402055,0.8751720574733601,3.993358357077353,0.6281774566708083,15.252559609854446,Kale,0.7099303368097482,Narok_Z1,290.0101672820119,0.7172689796501219,False,True,True,Irregular,True,False
Kitale,46.48376706473804,Primary,Female,Married,3.053745846232101,"['None', 'Small Business']",Casual,2001.1806847005416,0.9695582544047348,0.8094003989418906,0.3468800767724219,17.523994244755094,Sorghum,0.6503310081005547,Kisumu_Z1,378.03815149694736,0.326720053069497,False,True,True,Regular,False,False
Kisumu,46.17190634473766,Secondary,Female,Married,3.127771460208723,"['Livestock', 'Small Business']",Full-time,7696.830775611672,0.823602661438249,4.552088012970709,0.337089550567359,7.517162611788028,Sorghum,0.4090648285893911,Kitale_Z2,132.26276300062344,0.3571506022840783,False,True,True,Regular,False,False
Embu,58.24458077959522,Secondary,Female,Single,2.938629259667481,"['Livestock', 'None']",Unemployed,7747.391824493865,0.4382534732735225,3.523353245554473,0.3460971047586095,17.39870255927923,Maize,0.7342850479632909,Kisumu_Z1,98.76983008035876,0.2517579808210983,False,False,True,Regular,True,False
Kiambu,63.612327354844176,Primary,Male,Widowed,-0.0649483652104097,"['Livestock', 'Small Business']",Full-time,13640.432055120098,0.8203296944227655,1.8661029025414115,0.1571176072790193,1.587411113369395,Kale,0.8891396797736668,Narok_Z1,365.9442375873648,0.6127507588990272,False,True,False,Regular,True,True
Kiambu,46.50240895516761,Secondary,Female,Widowed,3.926575507313941,"['None', 'Small Business']",Casual,8303.519225212274,1.043374273866783,1.042167022406444,0.5920503185393042,21.677881813254693,Beans,0.5967062933359797,Narok_Z1,101.63417542223448,0.9059469780185982,False,True,False,Regular,True,True
Kisumu,60.59052230313773,Tertiary,Male,Widowed,5.035497678633302,"['Remittance', 'Livestock']",Self-employed,9685.895196917923,0.9290995007728626,1.6837850577133735,0.2314290102736005,19.06863321847189,Beans,0.7841862430882581,Kiambu_Z3,109.53205304419966,0.4085934661184226,True,False,True,Regular,True,False
Kitale,34.16647944086354,Secondary,Female,Married,3.917151463995845,"['Livestock', 'Small Business']",Full-time,7600.830159515061,0.9247265260834014,4.460399376013394,0.8525502405333603,23.336215440298496,Sorghum,0.9801899875617908,Narok_Z2,355.52452930787143,0.507995980365048,False,False,True,Regular,False,False
Kisumu,45.05919731243873,Secondary,Male,Single,-0.1520660739739749,"['Small Business', 'Remittance']",Self-employed,8255.537967358936,0.9542265861508092,2.446192971620072,0.5038449563838074,23.410781894152027,Kale,0.5813664092675956,Kisumu_Z1,135.5956818780836,1.028870337182527,True,True,True,Regular,False,False
Embu,18.28258091491325,Primary,Female,Widowed,0.8488690604497455,"['Livestock', 'Small Business']",Self-employed,5049.138461745772,0.7063072038751379,1.716630963766722,0.155522341209199,12.550536764455485,Maize,0.45824650734345,Kiambu_Z2,374.6168960113087,1.0578512638175492,False,True,True,Irregular,True,False
Narok,61.97268895791794,Tertiary,Male,Single,3.1333685784104794,"['Remittance', 'Livestock']",Unemployed,15049.557143951166,0.4336371670644486,2.64453807335884,0.7406966003075837,8.7551581920467,Kale,0.7671611661097111,Embu_Z3,296.3945435577397,0.545413509591555,False,True,True,Regular,True,False
Kiambu,63.653570500229,Secondary,Male,Single,2.990863359596173,"['Livestock', 'Small Business']",Full-time,5300.76507692708,0.8833048023746731,3.879870218548683,0.6037340442405775,18.16749537569514,Kale,0.3405623144036866,Kiambu_Z2,168.70379331972316,1.001282196844561,True,False,True,Regular,True,True
Kiambu,17.702264255915924,Secondary,Male,Single,1.228864784020366,"['Livestock', 'Small Business']",Full-time,15163.32419115856,0.8096531057781727,3.6743656733033,0.2710713920543607,9.155554982887056,Beans,0.6806802071346718,Embu_Z2,186.9540598965141,1.0589319848931067,False,True,False,Irregular,True,True
Kitale,59.780149461615146,Secondary,Male,Single,4.855976030841916,"['None', 'Small Business']",Full-time,14012.594273768807,0.9982034754850432,3.714894834975779,0.2461546161521939,16.292818426799638,Kale,0.6130759550116586,Kisumu_Z1,193.437044717181,0.3573781221695092,False,False,True,Irregular,False,False
Kiambu,62.29598692929482,Tertiary,Female,Widowed,2.926529965644619,"['Livestock', 'Remittance']",Self-employed,18603.830701527462,0.6208461424589273,2.7870335153604104,0.6231317385802485,20.465940187040456,Sorghum,0.9066056668263074,Kitale_Z2,150.82360718779844,0.1422954025780775,True,False,True,Irregular,True,True
Kiambu,63.25354303380527,Secondary,Female,Single,1.2794449971496935,"['Livestock', 'Small Business']",Casual,18743.665141765017,0.6318430820040992,4.700568194510896,0.3106385372429026,13.314428247170657,Maize,0.4645704813283051,Kiambu_Z3,73.72084991304149,0.2647433876706385,True,True,False,Regular,True,True
Kitale,62.544915556088455,Secondary,Male,Single,2.99128474951332,"['Remittance', 'Small Business']",Casual,17676.125466954873,0.9682463628577088,4.05224858438525,0.4334355845377183,3.4237305993541773,Kale,0.4289962995391682,Embu_Z2,140.48817983597328,0.2270556969961275,False,True,True,Irregular,True,False
Narok,59.588402297863794,Secondary,Male,Single,3.2924093735939435,"['None', 'Livestock']",Full-time,16637.587472527932,0.9268013854173874,3.6564385486813,0.2962521197116183,24.00249004242831,Sorghum,0.5732150864573792,Kitale_Z3,181.45022025030312,0.1026475624518902,True,False,True,Regular,True,True
Kiambu,59.087750107477376,Secondary,Female,Married,2.98951392197921,"['None', 'Small Business']",Unemployed,13332.059702434248,0.9076061045765982,3.926290042329488,0.484438364287109,20.36891715489384,Maize,0.6777404454335683,Kiambu_Z3,196.59235180211763,0.3444664617671782,False,True,False,Regular,False,True
Kiambu,29.9501843336804,Primary,Male,Married,3.0589817279832627,"['Remittance', 'Livestock']",Self-employed,18555.936116518085,0.6987506253120522,4.0113837282193225,0.1757259927709654,21.479888942879413,Beans,0.9693243883086964,Kitale_Z2,188.0635277730757,0.8160618059313655,True,False,True,Regular,False,True
Embu,23.592870778766063,Secondary,Male,Single,3.8908056936020143,"['Livestock', 'Small Business']",Full-time,11768.086434934392,0.9307599659469216,1.1481155977950128,0.5642259320362941,15.541129095758471,Kale,0.7752802926660475,Kiambu_Z3,292.0087227779576,1.042400722969041,True,True,False,Regular,True,True
Kisumu,61.97846757998644,Secondary,Female,Single,2.176089542429031,"['Small Business', 'Livestock']",Full-time,7767.343927691989,0.8670182943147707,3.802839264611436,0.5299507033232066,0.4432284182250648,Kale,0.6431627094156949,Kisumu_Z1,185.32693826248453,1.0190701986783832,False,False,False,Regular,False,True
Kisumu,60.37309777084394,Primary,Male,Single,5.867643730274914,"['None', 'Remittance']",Full-time,12407.301781780585,0.8679288338580555,4.770356994559738,0.4964094311420435,17.33654141665266,Beans,0.7710274677920887,Narok_Z1,364.2566087110016,0.2020756132776212,True,True,True,Regular,True,False
Kiambu,42.213382882402,Primary,Male,Widowed,2.9537598620766987,"['Small Business', 'Remittance']",Full-time,2240.842317522244,0.7451718600465417,2.422044934200025,0.5050469232545077,4.8587404180624185,Beans,0.5313739188689169,Kiambu_Z3,130.1694840547294,0.5685521350439744,False,True,False,Regular,True,False
Narok,43.61661857330498,Secondary,Male,Married,-0.1585006043530565,"['Remittance', 'Small Business']",Casual,13550.552107655578,0.6567515280464246,2.177984725405992,0.4062723228083563,21.58205139910035,Kale,0.3453217650225864,Kiambu_Z2,190.8762836496792,0.9296861039929626,False,False,True,Regular,False,False
Kiambu,46.90947083016201,Tertiary,Female,Married,5.931456370048691,"['Livestock', 'None']",Unemployed,13769.386028785952,0.8299061888950496,4.775427642548528,0.1447075330559096,1.16420422993174,Beans,0.5842437214490706,Narok_Z1,81.13659605768792,0.6727574643802501,False,False,True,Regular,True,True
Kiambu,65.08825090551808,Primary,Female,Single,3.260520876772915,"['None', 'Remittance']",Full-time,5895.727483027289,0.6092831259355407,4.486868278476651,0.840821181870781,18.41174380475892,Sorghum,0.5063448610436633,Kisumu_Z1,288.0147877145758,0.9475038004505524,False,True,False,Irregular,False,True
Kiambu,23.400938008271723,Secondary,Female,Single,4.753943229282749,"['None', 'Remittance']",Self-employed,10010.252511166029,1.0247625808647902,1.8112581865108035,0.2157161057975614,24.41060984847828,Kale,0.6125645137524801,Kiambu_Z3,138.97397914153595,0.4581567081495367,False,False,True,Regular,True,False
Kiambu,35.63249085619776,Tertiary,Male,Married,0.7850649991211684,"['Small Business', 'Livestock']",Self-employed,19390.77993881089,0.7426153664838185,4.505774560029576,0.5363789483842809,15.450055908735472,Kale,0.3463590282178315,Embu_Z1,395.6434084666559,0.5609905549518859,True,True,False,Regular,True,True
Kiambu,48.50702061799949,Secondary,Male,Married,4.773795109373605,"['Livestock', 'Remittance']",Full-time,4966.49778752903,0.9134394590808796,2.8594492939410188,0.2125259226295229,3.6001684853912974,Kale,0.351377357271243,Kisumu_Z2,122.0857885044187,0.1815390956587635,False,True,True,Regular,False,False
Kisumu,59.61680913509528,Secondary,Female,Single,4.9385526918533245,"['Livestock', 'Remittance']",Unemployed,7968.811568799416,0.9023588021340966,3.538771786729859,0.476680083056778,3.894131712864529,Maize,0.7363496812555437,Kisumu_Z1,385.85206082020113,0.8484220253647625,False,True,False,Irregular,True,True
Narok,18.46461431264331,Primary,Female,Single,5.9663180416133565,"['Livestock', 'Remittance']",Full-time,18793.905846954058,0.5607592993654859,3.466398651845471,0.3222032192272725,15.197553702573677,Beans,0.540963707269871,Kitale_Z1,203.42851332553164,0.3353202656738642,False,True,True,Irregular,True,True
Kitale,17.725735155490923,Secondary,Male,Single,3.902078426390978,"['None', 'Remittance']",Self-employed,14918.597612865386,0.5119148740389631,2.725612461297509,0.3070672394441934,2.2997428456631366,Maize,0.9727788312940516,Kisumu_Z1,369.1545712575404,0.9928495347871248,False,False,False,Regular,True,False
Kisumu,17.834201070454327,Primary,Female,Widowed,2.815868999421974,"['None', 'Remittance']",Full-time,4984.723000249423,0.6271092036475193,2.657547343275777,0.4914904500143053,3.620034170475601,Kale,0.905776379987172,Kiambu_Z1,169.22527494391153,0.2749231554638419,False,False,True,Regular,False,True
Kiambu,64.365578671117,Secondary,Female,Single,3.114802658833254,"['None', 'Small Business']",Self-employed,5784.122272384992,1.016459341180724,1.2976688372813845,0.671972253937328,1.2823269115881506,Tomatoes,0.8374091453915453,Narok_Z1,140.47629099312357,0.7844161273365644,True,True,False,Regular,True,False
Kiambu,42.3947578014098,Primary,Female,Married,1.2163153271876794,"['Livestock', 'None']",Full-time,13338.678602584052,0.7385534482450314,1.1553570275963796,0.3779236452381309,3.7963701704135984,Tomatoes,0.8715640619811362,Narok_Z1,134.40418142066386,0.1142520785487046,False,True,True,Regular,True,False
Kitale,18.414974622164863,Secondary,Male,Single,1.045342797082875,"['Livestock', 'Small Business']",Full-time,8785.775439239647,1.0198703048627829,0.5347500816184607,0.4335267839065106,20.57667687386471,Sorghum,0.9499318171144978,Kiambu_Z2,161.51910773544788,0.90448012738223,True,False,False,Regular,True,True
Kiambu,66.22075206318846,Secondary,Female,Married,0.8304962560372211,"['Livestock', 'None']",Full-time,12172.190455230511,0.4992444779632866,4.310586711131785,0.3316229260901422,21.777524453983627,Beans,0.4569458395811083,Kisumu_Z1,374.93725106819375,0.9695013412387034,False,True,True,Regular,True,False
Kiambu,59.61988667834267,Secondary,Female,Married,2.910781526163152,"['Small Business', 'Livestock']",Full-time,12091.104563269726,0.7927944781785348,1.5610699830178212,0.342499078039284,19.6763262498253,Sorghum,0.7069264251269909,Kitale_Z1,185.5875020236936,0.9963640929410346,False,True,True,Regular,True,True
Kiambu,60.192166675642014,Secondary,Male,Single,0.0634792651615455,"['Small Business', 'Livestock']",Unemployed,7959.23924182206,0.363702665140399,3.62257439532888,0.4515367870480439,24.08035085884604,Tomatoes,0.5864997620733433,Kiambu_Z3,191.33650839839825,0.7536510220143067,False,True,True,Regular,False,True
Kiambu,20.23425906966302,Secondary,Male,Widowed,0.6671707801933671,"['Livestock', 'Small Business']",Full-time,8476.141088194516,0.6885031585665459,3.5280487596355665,0.2153982734535387,20.20755334317293,Maize,0.4157140056012053,Narok_Z1,198.21027136984875,0.1423747881159181,False,True,False,Irregular,False,True
Kiambu,65.4619111386955,Secondary,Female,Single,6.14727758233963,"['Livestock', 'None']",Unemployed,19074.366581669387,0.8481686317974685,3.860567644884644,0.2666940191337285,22.212919948388528,Maize,0.2613002074664489,Embu_Z3,287.50856363167406,0.956574823597999,False,True,False,Irregular,True,False
Kiambu,63.65023293894789,Secondary,Female,Single,0.0446864280192311,"['Remittance', 'Livestock']",Full-time,19527.81771362981,0.959053743071915,4.390130486635377,0.3952012530068186,24.416595410567272,Sorghum,0.8013284123777823,Kitale_Z3,404.91311618031966,0.2471611981797479,False,True,False,Irregular,True,False
Narok,61.604102869218856,Secondary,Male,Single,3.022942000990356,"['Livestock', 'Remittance']",Full-time,8171.503439260381,0.7425522970173086,3.9344354495879057,0.3924216372460398,19.91493663909264,Beans,0.6518377657643468,Kisumu_Z1,284.3651114750868,0.6878271715512082,False,True,True,Regular,True,False
Kitale,28.81493646717028,Secondary,Male,Single,3.00105410900032,"['Small Business', 'Livestock']",Full-time,19482.777712228664,0.8092092563091684,3.790177376461109,0.6722611175004469,19.49000702144978,Maize,0.9594005056820364,Kiambu_Z1,277.5545321459802,0.1904301965592494,True,False,True,Regular,True,True
Narok,33.49408891479481,Secondary,Male,Widowed,3.0032964814536687,"['Livestock', 'Small Business']",Casual,9693.61812646488,0.8882015221992401,4.67825503081983,0.5224305133000359,17.28772172735834,Sorghum,0.7267399028027781,Kitale_Z2,283.9236549814121,0.703217383892368,False,True,True,Irregular,True,False
Kiambu,31.841679155459737,Secondary,Female,Single,6.006695660687458,"['Small Business', 'Remittance']",Full-time,15927.07486660986,0.9663071197302212,0.7387074588008813,0.3938490406351049,24.97192671338391,Tomatoes,0.6326932354557864,Kiambu_Z3,97.57643054604004,0.2005603268711835,True,False,True,Regular,True,True
Kitale,58.85052791946962,Tertiary,Female,Single,0.8840047712989823,"['None', 'Small Business']",Casual,3626.42984176441,0.7961950750578134,3.6076640599065,0.3213820058560829,5.747083927466914,Beans,0.9317268020903116,Embu_Z3,123.27577381677338,0.509299267109055,False,True,True,Irregular,True,False
Kisumu,47.376232944474566,Tertiary,Male,Married,4.954823242178361,"['Remittance', 'Livestock']",Self-employed,7774.287730863982,0.9259455663303904,1.2434703259449278,0.5828048461026043,19.34749657334732,Kale,0.7520178586664018,Narok_Z1,97.51395888536636,0.8664005439985911,False,True,True,Regular,True,False
Kiambu,43.12841534478024,Secondary,Female,Married,2.841260832511045,"['Livestock', 'Small Business']",Self-employed,5629.017653984,0.9106542863094872,1.191248755328309,0.4253721737462614,21.737131019892228,Sorghum,0.7174720428859892,Embu_Z2,285.77736234761306,1.1032341068986238,False,True,True,Regular,True,True
Embu,61.47952347686114,Primary,Female,Married,2.982603523915795,"['None', 'Small Business']",Self-employed,9445.172666514633,0.5840390292039463,3.85628940991057,0.5992922995479598,6.04198128904626,Beans,0.994076696475542,Kiambu_Z3,288.9022476723264,0.6482951132982523,False,True,True,Irregular,True,True
Kitale,46.47748740011336,Primary,Male,Married,2.8106249242026946,"['Small Business', 'Livestock']",Full-time,7615.9266938717265,0.6812910651722235,0.7153809555439833,0.7913358366094383,18.152637002085875,Beans,0.4491288548902417,Embu_Z1,180.15417475011503,0.8381294669598102,True,True,True,Irregular,True,True
Kiambu,19.200604024784766,Primary,Female,Widowed,-0.1903042779607058,"['None', 'Small Business']",Self-employed,13613.868156935469,1.029273802389886,3.53642066335416,0.3331871428102447,22.101970515017594,Beans,0.3992198440818748,Kitale_Z1,300.4352815368854,0.9467339699766804,True,True,False,Regular,False,False
Embu,60.67782423809457,Secondary,Female,Widowed,0.9224661614249924,"['Livestock', 'Remittance']",Full-time,11491.679613950042,0.793784293379279,4.327208616846033,0.2018922567032613,21.1030453723708,Tomatoes,0.8487367622512704,Kiambu_Z1,118.2591493863447,0.6270507744200469,False,True,False,Regular,True,True
Kiambu,61.08317416878616,Primary,Female,Married,6.025258823547743,"['Livestock', 'Remittance']",Self-employed,1941.5702264968268,0.6951890142214784,0.7169886296070767,0.5092492705994816,24.486397238945724,Beans,0.8246249945476629,Kitale_Z3,365.00716821743146,0.3293219420713577,False,True,True,Regular,True,False
Kitale,62.67517536176793,Secondary,Female,Married,-0.0731006084247826,"['Livestock', 'Small Business']",Full-time,2155.0576134113385,0.971524630204792,4.456610686081358,0.294479884069655,6.713678462100173,Kale,0.923192609842111,Embu_Z3,187.0488220562588,1.0069987084627308,False,True,True,Regular,True,True
Narok,65.5999017703038,Secondary,Female,Single,2.91152114784726,"['Small Business', 'Remittance']",Self-employed,17615.017071544095,0.662247220146922,1.9243416063746783,0.3381467598390234,3.5161005910687746,Tomatoes,0.6511860666446152,Kiambu_Z3,199.03336011884744,1.0031592717236124,False,True,True,Regular,False,False
Kiambu,45.84640235204378,Primary,Female,Married,3.942135782990156,"['Livestock', 'Small Business']",Unemployed,11775.595004588864,0.912083776730792,4.332630388794608,0.6054467276705715,19.7578459682769,Kale,0.7274400095365581,Kiambu_Z3,380.9762965172591,0.529789567901012,True,False,True,Regular,True,False
Kiambu,24.277561920586447,Secondary,Male,Married,1.863474625729952,"['Livestock', 'None']",Full-time,11529.560066158385,0.7936714709960796,1.4463463705546658,0.6421208391378183,3.951126492062625,Maize,0.4403106108380086,Narok_Z2,185.71480982606252,0.6709990216461205,False,True,True,Regular,False,True
Kisumu,62.13966945453587,Secondary,Female,Single,3.9036340964733895,"['Remittance', 'Livestock']",Full-time,1973.2606545313809,0.7935384946997323,1.822537006024069,0.5261471828400025,16.61851316049171,Beans,0.7584851372523691,Kiambu_Z3,149.46676623391676,0.7827147168063852,True,False,True,Regular,True,False
Kisumu,59.85662551965149,Primary,Female,Widowed,2.163787508629875,"['Remittance', 'Small Business']",Full-time,11827.203923413876,0.9397658547976908,1.6875701137772918,0.421437949445816,22.41929164721439,Sorghum,0.902382520083766,Narok_Z1,191.5833575878044,0.2819055642577593,False,True,False,Regular,True,True
Kiambu,33.5,Secondary,Female,Single,3.0,"['Livestock', 'Small Business']",Full-time,8713.595,0.775,3.575,0.4,16.0,Beans,0.7050000000000001,Kiambu_Z3,179.45,0.625,False,True,True,Regular,True,False
Kisumu,64.45610419184278,Secondary,Female,Single,5.81296003819172,"['None', 'Small Business']",Full-time,4761.169194995244,0.591279393418064,1.1833563764274602,0.5289008848342875,1.3086917011914792,Tomatoes,1.070165420653385,Kisumu_Z1,182.7437591863793,0.423432841693861,True,True,True,Regular,True,True
Embu,34.87545331308014,Secondary,Female,Married,0.9468298234848744,"['None', 'Small Business']",Casual,13312.800498179564,0.7770271993561472,4.369932294599313,0.5148659902434598,3.864903843696437,Beans,0.9639482613678316,Kitale_Z2,129.60439060049706,0.2133591076766721,False,True,False,Irregular,True,True
Kiambu,18.7663793525114,Secondary,Female,Single,0.8743503350213273,"['None', 'Small Business']",Full-time,19622.8717160294,0.5914010475855285,2.2224154352094074,0.2701663232832543,4.277918869785351,Kale,0.5560311007104133,Kiambu_Z3,191.2648447925454,0.1752271225958405,False,True,True,Irregular,True,False
Kisumu,28.05276806409776,Primary,Female,Married,2.275140881604909,"['Livestock', 'Small Business']",Casual,7485.308850309011,0.733847431189542,1.9055442706318773,0.5158544134440297,2.140563275571683,Sorghum,0.9884500523038112,Kitale_Z2,111.36793983343958,0.2894304591588753,False,True,False,Regular,True,False
Embu,32.02634982328696,Secondary,Male,Single,2.988701916189079,"['None', 'Livestock']",Self-employed,5335.561622895664,0.602468510360057,4.028204022315036,0.268377443537058,4.330871094696298,Sorghum,0.932114808711052,Kiambu_Z3,182.75739500379936,0.9896662933604016,True,False,True,Regular,True,False
Kiambu,33.27866937830403,Secondary,Female,Married,5.140977178063993,"['Livestock', 'Remittance']",Full-time,3119.0182527196075,0.9649563917762676,1.4406115856715602,0.568998608006402,3.743608788912721,Kale,0.4666499790857615,Narok_Z1,114.05797083671466,1.034796505977159,False,True,True,Irregular,True,False
Embu,60.62720894251845,Primary,Male,Widowed,5.974868034243416,"['None', 'Small Business']",Self-employed,16571.92409856506,0.6898424755950909,4.220884679205371,0.3979046813333987,6.13191657709576,Tomatoes,0.894382858975768,Kiambu_Z1,167.87231203938634,0.2089991533805246,False,True,True,Regular,False,True
Narok,33.43880369141186,Secondary,Male,Married,3.076913247315657,"['None', 'Livestock']",Self-employed,3354.2560623593613,0.8083400024191195,1.5630735905311095,0.5281716826265495,23.93935805767832,Tomatoes,0.6691080957960871,Kisumu_Z2,303.50493484125093,0.5707946127451324,False,False,True,Regular,True,True
Narok,47.948864008051,Secondary,Male,Married,0.9351422303482216,"['Small Business', 'Livestock']",Full-time,19508.580252309624,0.9997379385529516,2.798798375367704,0.3144948586969592,8.529876877627903,Maize,0.7738001530983408,Kiambu_Z3,188.487824745298,0.9532166914188352,True,True,False,Regular,False,True
Narok,20.515970618970883,Primary,Male,Widowed,6.068490461336643,"['Small Business', 'Remittance']",Casual,18733.462027033616,0.8752862926641115,3.509363878201764,0.304730816897714,13.392208304582818,Beans,0.9847713764973424,Embu_Z2,271.7311167388197,0.2137127340344254,True,True,True,Regular,True,True
Kitale,58.00521258609497,Tertiary,Female,Married,3.0557456522037496,"['Remittance', 'Livestock']",Full-time,7243.8175542076515,0.6039960254628064,3.747044723498893,0.2638177979680197,6.622797425619986,Maize,0.7153004069545469,Kisumu_Z2,143.4768639774244,0.1788877612671308,False,True,False,Regular,True,True
Kiambu,20.013812977393066,Secondary,Male,Widowed,-0.0018809744326704,"['Livestock', 'Small Business']",Casual,8264.054022814133,0.814024778965253,4.416576323279915,0.3130491059313514,0.5855280020204883,Kale,0.9563454174188064,Kiambu_Z1,192.5311602509596,0.4382137847722955,False,True,False,Regular,True,False
